3786,1446.7593,0,50.8611,-84.8683,6.0127,-5.9885,-0.5368,299.6178,1.0226
3787,1431.1981,0,50.8611,-81.4492,6.0967,-6.0287,-0.9048,303.822,1.0308
3788,1424.7041,0,50.8611,-77.7047,6.1805,-6.0382,-1.3137,309.917,1.0283
3789,1432.0265,0,50.8611,-70.6342,6.1039,-5.7571,-2.0205,316.0335,1.0308
3790,1425.5314,0,50.8611,-65.8066,6.1375,-5.5964,-2.5112,322.1361,1.0226
3791,1419.097,0,50.8611,-60.6359,6.3192,-5.5045,-3.0933,328.2286,1.0226
3792,1424.0156,0,50.8611,-56.0353,6.354,-5.2655,-3.5452,334.7365,1.0308
3793,1426.217,0,50.8611,-50.4114,6.2743,-4.8312,-3.9929,340.8522,1.0226
3794,1419.097,0,50.8611,-46.1261,6.1502,-4.4296,-4.2576,346.9417,1.0226
3795,1410.4149,0,50.8611,-40.6437,6.3328,-4.1198,-4.8009,353.0435,1.0226
3796,1401.3114,0,50.8611,-35.9631,6.2388,-3.6589,-5.0463,359.1439,1.0171
3797,1405.5834,0,50.8611,-31.8687,6.2101,-3.2743,-5.2701,5.2278,1.0171
3798,1403.4431,0,50.8611,-25.554,5.9937,-2.5819,-5.4049,11.3267,1.0226
3799,1390.115,0,50.8611,-19.6741,6.0428,-2.0311,-5.6887,17.4423,1.0252
3800,1381.9185,0,50.8611,-15.4397,6.0503,-1.6084,-5.8308,23.531,1.0226
3801,1378.6765,0,50.8611,-10.5179,5.9423,-1.0842,-5.8405,29.6411,1.0334
3802,1368.7215,0,50.8611,-5.3287,5.8779,-0.5449,-5.8523,35.7591,1.0308
3803,1359.3862,0,50.8611,0.5679,5.7903,0.0576,-5.7899,41.8517,1.0226
3804,1336.0172,0,50.8611,5.7415,5.7157,0.5702,-5.6867,48.3608,1.0226
3805,1324.1526,0,50.8611,10.6879,5.5695,1.0311,-5.4725,54.4626,1.0226
3806,1316.7135,0,50.8611,17.193,5.4402,1.605,-5.196,60.5775,1.0252
